²88.4367	0.0485	0.2000	7978.3525
98.4661	0.0484	0.2000	10009.4373
144.0599	0.0489	0.2000	22067.6597
126.1071	0.0506	0.2000	16746.9169
98.3528	0.0495	0.2000	9975.2015
97.6324	0.0511	0.2000	9806.9334
121.2926	0.0500	0.2000	15456.5218
102.2585	0.0521	0.2000	10799.0968
95.5141	0.0514	0.2000	9360.9906
96.1473	0.0508	0.2000	9498.4409
65.3508	0.0501	0.2000	4171.7184
106.2819	0.0508	0.2000	11723.2447
90.9466	0.0508	0.2000	8446.6605
99.4715	0.0486	0.2000	10223.6324
101.1087	0.0512	0.2000	10554.5496
103.0078	0.0509	0.2000	10977.5085
112.5353	0.0509	0.2000	13211.1728
94.0146	0.0497	0.2000	9069.2227
98.3786	0.0491	0.2000	9984.0477
96.4668	0.0495	0.2000	9576.5179
103.7703	0.0514	0.2000	11144.3461
115.1887	0.0498	0.2000	13883.4173
69.4039	0.0507	0.2000	4747.0524
51.7626	0.0496	0.2000	2507.1490
64.8274	0.0507	0.2000	4097.3571
134.8086	0.0483	0.2000	19265.2657
118.8351	0.0504	0.2000	14805.8948
91.8556	0.0503	0.2000	8630.3760
92.7596	0.0510	0.2000	8804.2493
68.6566	0.0500	0.2000	4640.8553
105.5568	0.0502	0.2000	11563.0623
103.6273	0.0510	0.2000	11116.1948
134.3766	0.0483	0.2000	19138.7224
122.2739	0.0490	0.2000	15732.5837
117.8478	0.0508	0.2000	14546.2096
95.5838	0.0491	0.2000	9396.4961
103.3723	0.0479	0.2000	11091.5582
139.9407	0.0503	0.2000	20766.2971
65.9473	0.0498	0.2000	4255.7350
88.2819	0.0492	0.2000	7944.0599
77.0203	0.0484	0.2000	5947.9190
99.1892	0.0512	0.2000	10137.3378
111.5586	0.0487	0.2000	12999.9599
108.1659	0.0513	0.2000	12156.9005
92.9500	0.0503	0.2000	8848.5904
116.5811	0.0501	0.2000	14231.0697
82.7471	0.0504	0.2000	6916.3364
103.0727	0.0507	0.2000	10994.6436
63.6985	0.0492	0.2000	3950.0928
89.9462	0.0483	0.2000	8271.1444
84.4387	0.0489	0.2000	7230.4794
100.2049	0.0504	0.2000	10364.6206
100.9329	0.0499	0.2000	10528.7800
149.8454	0.0484	0.2000	23927.8128
83.2611	0.0484	0.2000	7021.1277
144.5207	0.0490	0.2000	22209.9371
99.5485	0.0497	0.2000	10229.9906
123.0905	0.0496	0.2000	15941.1784
96.5819	0.0505	0.2000	9591.6877
94.5356	0.0511	0.2000	9163.3442
98.2615	0.0511	0.2000	9939.8144
135.7096	0.0490	0.2000	19518.2053
112.4918	0.0498	0.2000	13214.5010
130.5075	0.0507	0.2000	17977.1284
116.4247	0.0512	0.2000	14176.7061
94.9681	0.0498	0.2000	9263.1633
124.0136	0.0492	0.2000	16196.6753
104.9397	0.0500	0.2000	11424.0302
138.9589	0.0498	0.2000	20478.0922
93.4424	0.0504	0.2000	8946.8211
101.5669	0.0502	0.2000	10665.6406
89.2921	0.0515	0.2000	8119.6750
114.3019	0.0485	0.2000	13678.5651
96.9448	0.0501	0.2000	9671.0975
84.0713	0.0506	0.2000	7152.6378
126.9697	0.0494	0.2000	17004.6992
109.8942	0.0514	0.2000	12565.1759
142.8244	0.0495	0.2000	21668.7073
120.8953	0.0520	0.2000	15321.7821
117.3598	0.0498	0.2000	14434.5988
89.1541	0.0484	0.2000	8116.8284
79.4027	0.0514	0.2000	6329.1684
87.8404	0.0496	0.2000	7856.7808
119.7874	0.0492	0.2000	15070.8746
99.0915	0.0493	0.2000	10134.6247
128.5613	0.0483	0.2000	17467.1897
95.6191	0.0505	0.2000	9391.3410
106.1360	0.0495	0.2000	11704.1485
121.3522	0.0517	0.2000	15446.9323
108.5869	0.0516	0.2000	12253.0031
48.4718	0.0503	0.2000	2165.6129
102.8139	0.0512	0.2000	10931.4075
126.0738	0.0505	0.2000	16739.5886
113.3916	0.0497	0.2000	13436.7791
111.0854	0.0519	0.2000	12845.8672
98.9898	0.0502	0.2000	10104.4683
98.7840	0.0490	0.2000	10071.5852
132.6902	0.0503	0.2000	18610.2823
105.2720	0.0493	0.2000	11507.8549
117.1033	0.0504	0.2000	14359.9499
122.3052	0.0516	0.2000	15700.6034
71.7198	0.0501	0.2000	5097.1560
140.1931	0.0510	0.2000	20829.2462
106.4036	0.0511	0.2000	11748.1692
79.3263	0.0507	0.2000	6320.1942
123.7636	0.0492	0.2000	16130.0748
103.4787	0.0495	0.2000	11098.6300
107.5130	0.0494	0.2000	12025.3972
139.8826	0.0489	0.2000	20774.6382
74.0660	0.0509	0.2000	5457.1952
115.2948	0.0488	0.2000	13923.7419
129.7712	0.0512	0.2000	17759.0688
114.0156	0.0488	0.2000	13603.9137
118.5951	0.0509	0.2000	14737.6189
78.3645	0.0505	0.2000	6159.0781
128.5025	0.0495	0.2000	17431.4244
100.6679	0.0508	0.2000	10461.5926
131.2780	0.0500	0.2000	18209.4344
110.1841	0.0507	0.2000	12643.5597
111.5268	0.0507	0.2000	12967.1612
110.6232	0.0504	0.2000	12752.1059
122.8431	0.0486	0.2000	15890.1288
71.0181	0.0496	0.2000	4992.8708
118.0727	0.0507	0.2000	14604.7152
